STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,Description,Facility Carried,Bridge Location,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,Year Built,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,FED_AGENCY,STATUS,Sufficiency Rating,Map Location
200311000310172,1,3,1,101,9,19,73525,'JAY BRANCH              ','VT 00101 ML       ','0.2 MI S JCT. VT.105     ',99.99,0,0,,,44574600,72244900,31,3,1,1,7,1974,2,0,1100,1998,4,11,0,5,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,11,3.7,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,5,54,5,32.4,7,N,N,5,7,8,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,6,0,,Y,8,1540,2018,N,0,98.4,"(44574600, 72244900)"
2003110D8903111,1,4,0,00TH4,7,5,62200,'TH NO 4 OVER I 91       ','TR 00TH4          ','0.7 MI N EXIT 21         ',99.99,0,0,,,44261800,72014000,0,3,1,1,19,1975,2,4,120,2008,5,7.6,0,0,0,0,0,1,1,5,N,0,0,A,1,1,4,2,0,0,2,0,7.7,33.5,69.5,0.2,0.2,7.7,9,99.99,H,5.26,H,6.1,7,8,8,7,N,N,2,74.7,2,29.7,7,5,6,5,N,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,N,180,2028,N,0,95.1,"(44261800, 72014000)"
200315000110052,1,3,1,918,9,19,16150,'BLACK RIVER             ','VT 00918 ML       ','0.4 MI E JCT. U.S.5      ',99.99,0,0,,,44550900,72133300,0,3,1,1,7,1948,2,0,770,1998,2,7.9,0,45,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,2,0,7.3,22.3,45.1,0,0,7.3,8.4,99.99,N,0,N,0,0,7,7,5,5,N,2,38.700000000000003,2,20.7,5,4,N,5,6,8,35,1,45.1,611,24,N  ,Y60,N  ,,1209,,811,35,846,2011,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,1078,2018,N,0,59,"(44550900, 72133300)"
200316000810142,1,3,1,111,9,19,46450,'SUCKER BROOK            ','VT 00111 ML       ','6.6 MI W JCT VT 114      ',99.99,0,0,,,44544000,71585100,10,3,1,1,7,1928,2,0,900,1998,0,8.800000000000001,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,4,0,0,1,0,8.5,9.1,10.4,0,0,8.5,9,99.99,N,0,N,0,0,7,7,5,6,N,2,54,2,33.299999999999997,5,5,N,5,6,8,35,1,10.4,511,24,N  ,N  ,N  ,,,,201,35,236,2011,0,N,2,,0,0,1980,1,6,2,0,6,0,,Y,8,1260,2018,N,0,80,"(44544000, 71585100)"
200316001205042,1,3,1,111,9,9,8725,'PHERRINS RIVER          ','VT 00111 ML       ','0.1 MI W JCT VT 114      ',99.99,0,0,,,44504100,71543700,10,3,1,1,7,1980,2,0,900,1998,0,10.4,0,27,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,10.1,8.5,9.4,0.2,0.2,10.1,10.8,99.99,N,0,N,0,0,8,8,7,6,N,1,89.1,1,63,7,6,N,5,8,8,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,9,0,6,0,,Y,5,1260,2018,N,0,99.6,"(44504100, 71543700)"
20031600D803161,1,4,0,00TH4,7,5,77125,'TH NO 4 OVER I 93       ','TR 00TH4          ','2.0 MI N EXIT 1          ',99.99,0,0,,,44243900,71592000,0,3,1,1,8,1982,2,4,700,2008,5,7.6,0,39,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,2,0,9.1,45.7,93.3,0.1,0.1,9.1,10,99.99,H,5.05,H,4.6,2.1,7,8,8,N,N,2,75.599999999999994,2,37.799999999999997,8,6,6,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,5,3,0,2,0,,Y,N,1050,2028,N,0,100,"(44243900, 71592000)"
200317000210152,1,4,1,8,9,19,48850,'CLYDE RIVER             ','TR 08  FAS 317    ','0.2 MI S JCT. U.S.5 N    ',99.99,0,0,,,44562500,72114700,2,3,4,3,7,1970,2,0,5490,1995,5,13.4,0,10,0,1,1,1,1,5,0,0,0,A,5,5,3,2,0,0,1,0,12.7,36.6,37.5,0.5,1.2,12.7,15.1,99.99,N,0,N,0,0,7,8,6,8,N,2,70.2,2,38.700000000000003,6,5,N,5,8,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,7686,2015,N,0,93.5,"(44562500, 72114700)"
200318000110072,1,2,7,5,9,19,17500,'I 91 UNDER US 5 CONN    ','US 00005 CONN     ','0.6 MI E JCT. U.S.5      ',99.99,0,0,,,45001900,72051800,0,3,1,1,7,1962,2,4,1100,2008,5,11.9,0,30,0,0,1,1,1,5,N,0,0,A,5,1,3,2,0,0,5,0,9.1,23.5,96.3,1.4,0.2,9.1,11.7,99.99,H,4.93,H,8.199999999999999,3.9,6,7,7,N,N,1,63,1,37.799999999999997,7,4,5,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,1,6,2,0,6,0,,Y,N,1650,2028,N,0,86.3,"(45001900, 72051800)"
200025004711252,2,3,1,103,,21,75925,'GMRR OVER VT103 & MILL R','RAILROAD          ','1.3 MI N JCT. VT.140     ',9.470000000000001,56.298999999999999,,,,43275700,72523100,0,3,,,2,1885,0,2,5200,1998,,,,,,,,,,,,,,,2,6,9,9,,,,,8.4,42.4,113.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,N,2,,1,,,,,,,10,0,,,,,, ,,,"(43275700, 72523100)"
200319000902012,1,3,1,313,1,3,1450,'WARM BROOK              ','VT 00313 ML       ','0.7 MI E JCT VT 7A       ',99.99,11.746,1,30000313,0,43031000,73085000,34,3,1,1,6,1978,2,0,2400,1998,5,14.6,0,20,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,15.2,3.4,7.3,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,8,5,54,5,32.4,8,N,N,5,7,8,,,,611,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,N,N,N,N,9,0,,Y,8,3360,2018,N,0,94.2,"(43031000, 73085000)"
200319001102152,1,3,1,313,1,3,71425,'FAYSVILLE BRANCH        ','VT 00313 ML       ','1.9 MI E JCT VT 7A       ',99.99,13.191000000000001,1,30000313,0,43030500,73081000,34,3,1,1,6,1978,2,0,2400,1998,5,14.6,0,30,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,14.9,4,8.5,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,8,5,54,5,32.4,8,N,N,5,7,8,,,,611,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,N,N,N,N,9,0,,Y,8,3360,2018,N,0,94.2,"(43030500, 73081000)"
200319004A10072,1,4,1,3,9,19,17350,'TH NO 3 OVER I 91       ','TR 03  FAS 319    ','0.8 MI W JCT. U.S.5      ',99.99,0,0,,,44583100,72073100,6,3,1,1,7,1963,2,4,860,1995,5,8.199999999999999,0,45,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,5,0,9.1,26.5,104.9,0.2,0.2,9.1,10.7,99.99,H,5.31,H,5,3.7,6,7,7,N,N,1,69.3,1,41.4,7,6,6,5,N,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1969,1,6,2,0,3,0,,Y,N,1204,2015,N,0,96,"(44583100, 72073100)"
200320004805062,1,3,1,114,9,9,11800,'LEACH CREEK             ','VT 00114 ML       ','5.5 MI W JCT. VT.102     ',99.99,0,0,,,45002400,71381700,68,3,1,1,7,1984,2,0,560,1998,6,10.7,0,35,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,10,17.100000000000001,17.7,0.2,0.2,10,11.2,99.99,N,0,N,0,0,8,8,7,8,N,2,79.2,2,45.9,7,6,N,5,8,8,,,,611,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,784,2018,N,0,92.9,"(45002400, 71381700)"
200320005205062,1,3,1,114,9,9,11800,'LEACH CREEK             ','VT 00114 ML       ','0.4 MI W JCT. VT.102     ',99.99,0,0,,,44596000,71324000,68,3,1,1,7,1980,2,0,1800,1998,2,10.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,10.199999999999999,26.8,27.4,0.2,0.2,10.199999999999999,10.8,99.99,N,0,N,0,0,8,8,8,7,N,2,82.8,2,43.2,8,5,N,5,8,8,,,,611,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,2520,2018,N,0,93,"(44596000, 71324000)"
200321002505042,1,3,1,114,9,9,35725,'PHERRINS RIVER          ','VT 00114 ML       ','0.3 MI N JCT. VT.105 E   ',99.99,0,0,,,44490200,71531000,48,3,3,3,7,2000,2,0,1800,2008,9,9.1,0,15,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,8.800000000000001,9.1,11.3,0.1,0.1,8.800000000000001,9.6,99.99,N,0,N,0,0,8,8,8,8,N,1,73.8,1,44.1,8,5,N,1,7,8,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,9,0,,Y,8,2520,2029,N,0,88.3,"(44490200, 71531000)"
200321002705042,1,3,1,114,9,9,8725,'PHERRINS RIVER          ','VT 00114 ML       ','1.2 MI N JCT. VT.105 E   ',99.99,0,0,,,44493200,71540300,48,3,1,1,7,1926,2,0,1100,1998,2,9.800000000000001,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,9.4,7.3,8.5,0,0,9.4,10.4,99.99,N,0,N,0,0,6,6,6,8,N,1,35.1,1,20.7,5,5,N,5,7,8,35,1,8.5,511,24,N  ,N  ,N  ,,,,190,35,225,2011,0,N,2,,0,0,1971,1,6,2,0,6,0,,Y,2,1540,2018,N,0,79.3,"(44493200, 71540300)"
200321002805042,1,3,1,114,9,9,8725,'PHERRINS RIVER          ','VT 00114 ML       ','0.5 MI S JCT. VT.111     ',99.99,0,0,,,44502000,71542500,48,3,1,1,7,1950,2,0,1100,1998,2,10.4,0,19,0,1,1,1,1,5,0,0,0,A,1,5,1,4,0,0,1,0,9.1,8.800000000000001,10.1,0.2,0.2,9.1,10.6,99.99,N,0,N,0,0,7,7,7,5,N,2,67.5,2,43.2,7,5,N,5,7,8,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,1540,2018,N,0,87.4,"(44502000, 71542500)"
200326001704092,1,4,1,1,5,7,36700,'LEE RIVER               ','TR 01  FAS 326    ','0.1 MI TO JCT W CL2 TH2  ',99.99,0,0,,,44285300,72580100,10,3,3,3,7,1952,2,0,2820,2007,2,7.6,0,0,0,1,1,1,0,5,0,0,0,A,1,5,1,4,0,0,1,0,7.3,15.8,16.5,0.2,0.2,7.3,8.4,99.99,N,0,N,0,0,6,6,6,7,N,2,60.3,2,33.299999999999997,6,2,N,5,6,8,35,1,16.5,710,24,N  ,N  ,N  ,,,,299,35,334,2011,0,N,2,,0,0,0,1,6,0,0,3,0,,Y,8,4230,2027,N,2,79.3,"(44285300, 72580100)"
2004030D1504031,1,4,0,THEHP,5,7,10675,'E A PKY OVER VT 127     ','ETHAN ALLEN PKY   ','0.95 MI N JCT NORTH ST   ',4.65,0,0,,,44310400,73142800,0,3,4,4,19,1984,1,4,15000,2008,4,5.5,0,23,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,4.9,45.7,68,0.2,0.2,4.6,5.4,99.99,H,4.6,H,9.1,9.1,7,8,8,N,N,1,54.9,1,27,6,2,4,5,N,8,35,1,68,710,24,N  ,N  ,N  ,,,,785,35,820,2011,0,N,3,,0,0,0,1,0,0,1,6,0,,Y,N,22500,2028,N,2,74.900000000000006,"(44310400, 73142800)"
200026001112012,2,5,0,BLKWL,,23,3175,'VT 62 OVER BLKWL ST     ','VT 00062 RAMP     ','BLACKWELL STREET         ',4.83,0,,,,44121000,72304000,0,3,,,19,1974,4,2,1700,1997,,,,,,,,,,,,,,,1,1,3,2,,,,,7.9,25.6,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,N,2,,0,,,,,,,10,0,,,,,, ,,,"(44121000, 72304000)"
2004050D7504051,1,4,0,00TH9,5,7,14875,'TH NO 9 OVER I 89       ','TR 00TH9          ','2.0 MI N EXIT 16         ',99.99,0,0,,,44314900,73114300,0,3,1,1,17,1964,2,4,8160,1997,2,8.800000000000001,0,36,0,0,1,1,1,5,N,0,0,A,1,1,3,2,0,0,4,0,7.3,26.5,79.599999999999994,0.5,0.5,7.3,8.9,99.99,H,5,H,6.4,3.4,5,6,5,N,N,1,44.1,1,26.1,5,2,5,5,N,8,35,1,79.599999999999994,510,24,N  ,N  ,N  ,,,,1519,35,1554,2011,0,N,2,,0,0,0,1,6,9,0,2,0,,Y,N,11424,2017,N,2,62.9,"(44314900, 73114300)"
2004060D1604061,1,4,0,0TH95,5,7,24175,'TH 95 OVER VT 289       ','TH 95 (ESSEX WAY) ','0.6 MI S JCT. VT 15      ',99.99,0,0,,,44301700,73044400,0,3,1,1,9,1993,2,2,670,1997,9,18.600000000000001,0,0,0,1,1,1,1,5,N,0,0,A,5,1,3,2,0,0,1,0,18.7,43.3,45.1,0.2,3.2,18.7,22.9,99.99,H,4.9,H,2.4,0,8,8,8,N,N,2,54,2,43.2,8,9,5,5,N,8,,,,811,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,2,0,,Y,N,938,2017,N,0,99,"(44301700, 73044400)"
2004100D8004101,1,4,0,00TH6,8,7,45250,'TH NO 6 OVER I 89       ','TR 00TH6          ','3.1 MI N EXIT 17         ',99.99,0,0,,,44374900,73085100,0,3,1,1,19,1967,2,4,100,2008,6,7.3,0,17,0,1,0,0,0,5,N,0,0,A,1,1,4,2,0,0,2,0,7.3,33.5,68.900000000000006,0.5,0.5,7.3,9,99.99,H,4.93,H,5.5,6.7,6,7,6,N,N,2,61.2,2,36.9,6,6,5,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,N,150,2028,N,0,97,"(44374900, 73085100)"
2004100D8204101,1,4,0,00TH3,8,7,45250,'TH NO 3 OVER I 89       ','TR 00TH3          ','3.2 MI S EXIT 18         ',99.99,0,0,,,44393700,73081700,0,3,1,1,17,1967,2,4,100,2008,6,9.1,0,13,0,1,0,0,0,5,N,0,0,A,1,1,3,2,0,0,4,0,9.1,23.5,75,0.3,0.3,9.1,10.7,99.99,H,5.11,H,5.1,7.7,6,7,4,N,N,1,58.5,1,35.1,4,7,6,5,N,7,35,1,75,510,24,N  ,N  ,N  ,,,,1722,35,1757,2011,0,N,2,,0,0,0,1,6,9,0,2,0,,Y,N,150,2028,N,1,71,"(44393700, 73081700)"
2004170D6004171,1,4,0,00TH1,5,7,84475,'TH NO 1 OVER I 89       ','TR 00TH1          ','2.3 MI N EXIT 12         ',99.99,0,0,,,44260300,73041500,0,3,1,1,17,1962,2,4,500,2008,5,7.3,0,16,0,0,0,0,0,5,N,0,0,A,1,1,3,2,0,0,6,0,9.1,21.9,121.6,0.2,0.2,9.1,10.7,99.99,H,5.23,H,4.9,8.5,7,8,5,N,N,1,63,1,37.799999999999997,5,6,6,5,N,7,,,,410,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1994,1,6,2,0,2,0,,Y,N,750,2028,N,0,86,"(44260300, 73041500)"
2004170D6204171,1,4,0,00TH3,5,7,84475,'TH NO 3 OVER I 89       ','TR 00TH3          ','0.8 MI N EXIT 12         ',99.99,0,0,,,44262800,73075300,0,3,1,1,19,1963,2,4,250,2008,C,8.5,0,5,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,4,0,9.1,20.399999999999999,71.900000000000006,0.2,0.2,9.1,10.7,99.99,H,4.88,H,2.1,6.1,7,8,6,N,N,1,86.4,1,51.3,6,6,3,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1994,1,6,2,0,2,0,,Y,N,375,2028,N,2,96,"(44262800, 73075300)"
2006090D9906091,1,4,0,00TH1,8,11,33025,'TH NO 1 OVER I 89       ','TR 00TH1          ','3.1 MI S EXIT 22         ',99.99,0,0,,,44581100,73061900,0,3,1,1,9,1965,2,4,340,2008,C,7.9,0,16,0,0,0,0,0,5,N,0,0,P,1,1,3,2,0,0,5,0,9,20.399999999999999,86.9,0.5,0.5,9,10.7,99.99,H,4.98,H,4.9,3.4,8,6,7,N,N,1,85.5,1,51.3,6,6,5,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,9,0,2,0,,Y,N,510,2028,N,0,96,"(44581100, 73061900)"
200611000206111,1,3,2,0105A,8,11,59125,'LUCAS BROOK             ','VT 0105A ALT      ','1.6 MI N JCT. VT.105     ',99.99,0,0,,,45003700,72351600,159,3,1,1,8,1930,2,0,100,1998,2,7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,4,0,0,2,0,6.4,12.2,26.2,0.2,0.2,6.4,7.2,99.99,N,0,N,0,0,5,6,5,6,N,2,38.700000000000003,2,18.899999999999999,5,5,N,5,5,6,35,1,26.2,1011,24,N  ,N  ,N  ,,,,404,35,439,2011,0,N,2,,0,0,0,1,6,0,0,3,0,,Y,U,132,2018,N,0,60.7,"(45003700, 72351600)"
200611000306111,1,3,2,0105A,8,11,59125,'MISSISQUOI RIVER        ','VT 0105A ALT      ','1.8 MI N JCT. VT.105     ',4.57,0,0,,,45004200,72351700,159,3,1,1,8,1929,2,0,100,1998,2,7,0,0,0,0,0,1,1,1,0,0,0,P,1,5,3,10,3,2,1,1,6.5,45.7,62.5,0.2,0.2,6.5,6.6,4.57,N,0,N,0,0,5,5,5,8,N,2,33.299999999999997,2,21.6,5,5,N,5,7,4,35,1,62.5,1011,24,Y24,N  ,N  ,1011,,,882,35,917,2011,0,N,2,,0,0,1979,4,6,2,0,3,0,,Y,8,132,2018,N,0,61.4,"(45004200, 72351700)"
200719001202022,1,2,7,7,1,3,4825,'FURNACE BROOK           ','US 00007 ML       ','0.1 MI N JCT VT 7A       ',99.99,19.690999999999999,1,30000007,0,42534400,73116000,3,3,1,1,2,1973,4,0,13400,1998,5,20.7,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,1,0,25,6.7,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,8,5,54,5,32.4,8,N,N,5,6,8,,,,611,24,N  ,N  ,N  ,,,,,,,,1,N,2,,1,0,0,N,N,N,N,6,0,,Y,8,18760,2018,N,0,80.7,"(42534400, 73116000)"
200719013N02022,1,2,7,7,1,3,4825,'NEW US 7 UNFINISHED     ','US 00007 RAMP     ','0.5 MI N JCT VT 7A       ',99.99,20.414999999999999,1,30000007,0,42540800,73115800,2,3,1,1,2,1973,2,0,13400,1998,5,10.4,2,14,0,1,1,1,1,5,N,0,0,A,1,5,4,2,0,0,2,0,16.7,30.5,58.8,0.2,0.2,16.7,17.899999999999999,99.99,N,0,N,0,0,8,8,7,N,N,2,89.1,2,43.2,7,9,N,5,N,8,,,,1011,24,N  ,N  ,N  ,,,,,,,,1,N,2,,1,0,0,1,6,2,0,10,0,,Y,8,18760,2018,N,0,96.7,"(42540800, 73115800)"
200901D62N09011,1,4,0,00TH3,7,17,7375,'TH NO 3 OVER I 91       ','TR 00TH3          ','3.0 MI N EXIT 16         ',99.99,0,0,,,44012500,72065900,0,3,1,1,9,1973,2,2,300,2008,6,10.1,0,45,0,0,0,0,0,5,N,0,0,A,1,1,3,2,0,0,1,0,8.1,38.4,40.200000000000003,0.2,0.2,8.1,9.4,99.99,H,5.08,H,7,0,8,8,7,N,N,1,89.1,1,61.2,7,5,6,5,N,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,N,450,2028,N,0,88,"(44012500, 72065900)"
200901D62S09011,1,4,0,00TH3,7,17,7375,'TH NO 3 OVER I 91       ','TR 00TH3          ','3.0 MI N EXIT 16         ',99.99,0,0,,,44012700,72070100,0,3,1,1,8,1973,2,2,300,2008,6,10.1,0,45,0,0,0,0,0,5,N,0,0,A,1,1,3,2,0,0,1,0,8.1,38.4,40.200000000000003,0.2,0.2,8.1,9.300000000000001,99.99,H,5.05,H,6.4,0,8,8,7,N,N,1,89.1,1,61.2,7,5,6,5,N,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,N,450,2028,N,0,88,"(44012700, 72070100)"
200903000209031,1,3,1,65,6,17,9325,'SUNSET LAKE             ','VT 00065 ML       ','2.3 MI W JCT. VT.14      ',99.99,0,0,,,44023300,72361700,21,3,1,1,8,1936,1,0,370,1998,1,7.3,0,0,0,0,0,0,0,1,0,0,0,K,5,5,7,0,7,2,1,2,3.8,94.5,96.9,0.9,0.9,3.8,6.4,99.99,N,0,N,0,0,6,6,5,8,N,5,0,5,0,0,0,N,0,0,8,31,1,106.7,611,24,N  ,Y48,N  ,,908,,1800,150,1950,2011,0,N,3,,0,0,1978,8,7,0,7,3,0,,Y,8,488,2018,N,1,7.7,"(44023300, 72361700)"
200903001A09031,1,3,1,65,6,17,9325,'I 89 UNDER VT 65        ','VT 00065 ML       ','2.5 MI W JCT. VT.14      ',99.99,0,0,,,44023700,72363400,21,3,1,1,8,1970,2,4,370,1998,5,9.800000000000001,0,9,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,2,0,9.6,35.1,67.400000000000006,0.2,0.2,9.6,10.9,99.99,H,4.9,H,7.6,6.4,7,8,8,N,N,2,72.900000000000006,2,36.9,8,6,5,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,3,0,,Y,N,488,2018,N,0,98.6,"(44023700, 72363400)"
200903D31S09031,1,4,0,00TH6,6,17,9325,'TH NO 6 OVER I 89       ','TR 00TH6          ','5.5 MI N EXIT 4          ',99.99,0,0,,,44013200,72370400,0,3,1,1,9,1968,2,2,200,2008,5,9.1,0,13,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,9.1,29.6,30.2,0.5,0.5,9.1,10.8,99.99,H,4.98,H,6.1,0.5,8,8,8,N,N,1,89.1,1,54.9,8,6,3,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,N,300,2028,N,2,96,"(44013200, 72370400)"
200907D65N09071,1,4,0,00TH7,7,17,48175,'TH NO 7 OVER I 91       ','TR 00TH7          ','1.3 MI S EXIT 17         ',99.99,0,0,,,44083100,72060300,0,3,1,1,8,1973,2,2,500,2008,6,8.5,0,15,0,0,0,0,0,5,N,0,0,A,1,1,3,2,0,0,1,0,7.7,38.700000000000003,39.6,0.2,0.2,7.7,9,99.99,H,5.08,H,7.3,0,8,8,8,N,N,1,89.1,1,56.7,8,4,6,5,N,8,35,1,39.6,610,24,N  ,N  ,N  ,,,,767,35,802,2011,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,N,750,2028,N,0,84,"(44083100, 72060300)"
200907D65S09071,1,4,0,00TH7,7,17,48175,'TH NO 7 OVER I 91       ','TR 00TH7          ','1.3 MI S EXIT 17         ',99.99,0,0,,,44083100,72060700,0,3,1,1,9,1973,2,2,500,2008,6,8.5,0,15,0,0,0,0,0,5,N,0,0,A,1,1,3,2,0,0,1,0,7.7,38.700000000000003,39.6,0.2,0.2,7.7,9,99.99,H,5.03,H,5.8,0,8,8,8,N,N,1,89.1,1,56.7,8,4,6,5,N,8,35,1,39.6,610,24,N  ,N  ,N  ,,,,767,35,802,2011,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,N,750,2028,N,0,84,"(44083100, 72060700)"
200909D30N09091,1,4,0,0TH26,4,17,58075,'TH NO 26 OVER I 89      ','TR 0TH26          ','2.3 MI N EXIT 4          ',99.99,0,0,,,43583800,72373200,0,3,1,1,9,1968,2,2,200,2008,6,7.3,0,12,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,7.3,29.6,30.2,0.5,0.5,7.3,9,99.99,H,5.05,H,5.2,3.7,8,8,8,N,N,1,89.1,1,54,8,5,6,5,N,8,,,,410,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,9,0,2,0,,Y,N,300,2028,N,0,94.5,"(43583800, 72373200)"
