ID,Reporting Agency,Report Number,Date,Street Address,Town,Number,Number1,Number2,Number3,Intersection,Distance From Intersection,Distance Unit,Posted Speed,Direction of Collision,Direction from Intersection,Easting,Northing,Mile Marker,Mile Marker 1,Mile Marker 2,AOT Roadway,AOT Route,AOT Actual Mile,LRS Number,How Mapped,Crash Type,Location 1
9157,VTVSP1100,12D304353,09/29/2012,TH-2 Middle Hollow Rd,Rochester,NO DATA,NO DATA,NO DATA,NO DATA,Bethel Mountain Rd,NO DATA,NO DATA,35,6 - Single Vehicle Crash,West,476765,153142,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0002,999.99,NO DATA,XY,Property Damage Only,"(43.87815258, -72.78911134)"
9164,VTVSP1000,12D203571,12/25/2012,TH-35 (3654 S Hill Rd),Jamaica,35,NO DATA,NO DATA,NO DATA,#3654,NO DATA,NO DATA,35,6 - Single Vehicle Crash,NO DATA,477078,66223,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0035,999.99,NO DATA,XY,Property Damage Only,"(43.09581035, -72.78155922)"
9165,VTVSP1200,12A303481,08/09/2012,Vermont Route 100,Duxbury,NO DATA,100,NO DATA,NO DATA,Route 100B,1,Miles,50,6 - Single Vehicle Crash,South,477166,194106,1000,1206,85,State System (State Highways and Class I TH links),VT-100,999.99,NO DATA,XY,Property Damage Only,"(44.24684196, -72.78589055)"
9166,VTVSP1000,12D200217,01/19/2012,TH-5 Hanson Road,Halifax,5,NO DATA,NO DATA,NO DATA,Collins Road,0,Miles,50,6 - Single Vehicle Crash,South,477344,34547,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0005,999.99,NO DATA,XY,Injury,"(42.81067797, -72.77701008)"
9167,VT0080200,12ST03197,12/22/2012,360 Mansfield Base,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,In Front Of Mansfield BAse Lodge,NO DATA,NO DATA,99,6 - Single Vehicle Crash,West,477370,225503,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.52940584, -72.78470281)"
9168,VTVSP1000,12D202677,09/24/2012,Min. C 0526 Higley Hill Rd,Marlboro,2,NO DATA,NO DATA,NO DATA,Hughes Rd,1,Miles,99,6 - Single Vehicle Crash,West,477388,42950,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.88632262, -72.77680968)"
9169,VTVSP0700,12A205279,11/06/2012,TH-30 (908 Bogue Road),Enosburg,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,50,6 - Single Vehicle Crash,NO DATA,477472,261983,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0030,999.99,NO DATA,XY,Injury,"(44.85769340, -72.78502533)"
9170,VTVSP1200,12A301920,05/08/2012,TH-26 Ryan Road,Duxbury,26,NO DATA,NO DATA,NO DATA,Vermont Route 100,100,Feet,35,6 - Single Vehicle Crash,East,477488,198334,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0026,999.99,NO DATA,XY,Property Damage Only,"(44.28490272, -72.78204093)"
9177,VTVSP0100,12A102720,07/20/2012,TH-4 (2511 Lapland Road),Waterville,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,50,6 - Single Vehicle Crash,NO DATA,477680,247613,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0004,999.99,NO DATA,XY,Injury,"(44.72838621, -72.78176382)"
9178,VTVSP1000,12D200631,02/29/2012,TH-4 Hatch Rd,Halifax,4,NO DATA,NO DATA,NO DATA,Butterfield Rd,1,Miles,35,6 - Single Vehicle Crash,West,477801,35724,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0004,999.99,NO DATA,XY,Property Damage Only,"(42.82128670, -72.77146887)"
9179,VT0080200,12ST00030,01/03/2012,Spruce Rd,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Hourglass Rd,100,Feet,99,4 - Opp Direction Sideswipe,North,477881,225308,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.52766682, -72.77826579)"
9180,VT0130500,12DV00294,03/09/2012,TH-42 (North Street),Dover,42,NO DATA,NO DATA,NO DATA,12 North Street,NO DATA,NO DATA,25,6 - Single Vehicle Crash,NO DATA,477899,50141,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0042,999.99,NO DATA,XY,Injury,"(42.95106980, -72.77083762)"
9181,VTVSP0300,12C103747,07/19/2012,TH-1,Killington,1,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,25,6 - Single Vehicle Crash,NO DATA,477927,128822,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0001,999.99,NO DATA,XY,Property Damage Only,"(43.65929623, -72.77365309)"
9182,VTVSP1000,12D201939,07/13/2012,Min. C 0526 Higley Hill Road,Marlboro,2,NO DATA,NO DATA,NO DATA,Hughes Road,50,Feet,50,6 - Single Vehicle Crash,East,477931,42192,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.87951506, -72.77013275)"
9183,VTVSP1200,12A304034,09/11/2012,TH-16 East Road,Waitsfield,16,NO DATA,NO DATA,NO DATA,Long Road,NO DATA,NO DATA,50,6 - Single Vehicle Crash,NO DATA,477959,188291,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0016,999.99,NO DATA,XY,Property Damage Only,"(44.19453267, -72.77571769)"
9189,VT0040200,12ES06266,10/18/2012,101 PEARL ST,Essex,NO DATA,NO DATA,NO DATA,NO DATA,PARKING LOT MACS MARKET,25,Feet,99,7 - Other - Explain in Narrative,North,478172,197417,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.27667084, -72.77343331)"
9190,VTVSP1000,12D200501,02/17/2012,Min. C 0526 Higley Hill Road,Marlboro,2,NO DATA,NO DATA,NO DATA,Stearns Hill Road,100,Feet,99,6 - Single Vehicle Crash,South,478543,41941,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.87727301, -72.76263217)"
9191,VTVSP0700,12A203088,07/14/2012,TH-36 (1754 Reservoir Road),Berkshire,36,NO DATA,NO DATA,NO DATA,Residence #1754,40,Feet,50,6 - Single Vehicle Crash,South,478584,271353,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0036,999.99,NO DATA,XY,Property Damage Only,"(44.94204553, -72.77135278)"
9192,VTVSP0700,12A201608,04/19/2012,MINC0794 (Boston Post Road),Bakersfield,NO DATA,NO DATA,NO DATA,NO DATA,Witchcat Road,225,Feet,50,6 - Single Vehicle Crash,North,478683,259631,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(44.83656545, -72.76960519)"
9193,VTVSP0700,12A202309,06/01/2012,TH-36 Reservoir Road,Berkshire,NO DATA,NO DATA,NO DATA,NO DATA,Stagecoach Road,0,Miles,99,2 - Head On,North,478692,270881,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0036,999.99,NO DATA,XY,Injury,"(44.93780141, -72.76996448)"
9194,VT0060000,12FRC1426,08/13/2012,TH-23 Grange Hall Rd,Enosburg,NO DATA,NO DATA,NO DATA,NO DATA,Ovitt Rd,1,Miles,50,6 - Single Vehicle Crash,West,478775,264278,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0023,999.99,NO DATA,XY,Property Damage Only,"(44.87838550, -72.76863601)"
9195,VT0080200,12ST03135,12/17/2012,TH-43 (1766 Nebraska Valley Rd),Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Beech Hill Rd,30,Feet,35,1 - Rear End,West,478836,217900,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0043,999.99,NO DATA,XY,Property Damage Only,"(44.46102826, -72.76594852)"
9202,VT0080200,12ST02486,09/30/2012,4974 Mountain Rd,Stowe,NO DATA,108,NO DATA,NO DATA,Notchbrook General Store Parking Lot,NO DATA,NO DATA,99,1 - Rear End,NO DATA,479627,222506,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.50250211, -72.75619023)"
9203,VT0080200,12ST02088,08/13/2012,4974 Mountain Rd,Stowe,NO DATA,108,NO DATA,NO DATA,General Store Parking Lot,NO DATA,NO DATA,99,4 - Opp Direction Sideswipe,South,479635,222488,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.50234035, -72.75608893)"
9204,VT0080200,12ST03216,12/23/2012,4969 Mountain Road,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot Of The Matterhorn,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,479683,222431,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.50182873, -72.75548310)"
9205,VT0080200,12ST02053,08/10/2012,4974 Mountain Road,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot,NO DATA,NO DATA,99,NO DATA,NO DATA,479704,222522,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.50264826, -72.75522260)"
9206,VTVSP0700,12A205686,11/29/2012,TH-8 (2841 Witchcat Rd.),Bakersfield,2,NO DATA,NO DATA,NO DATA,Joyal Road,1,Miles,35,1 - Rear End,East,479864,259423,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0008,999.99,NO DATA,XY,Property Damage Only,"(44.83472798, -72.75466055)"
9207,VTVSP1200,12A300496,01/30/2012,TH-37 Moretown Common RD,Moretown,37,NO DATA,NO DATA,NO DATA,Deans Mtn,0,Miles,35,6 - Single Vehicle Crash,South,479867,194870,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0037,999.99,NO DATA,XY,Property Damage Only,"(44.25379739, -72.75210283)"
9208,VTVSP1200,12A305064,11/25/2012,198 DEans Mtn Road,Moretown,NO DATA,NO DATA,NO DATA,NO DATA,198 Deans Mtn Road,50,Feet,35,6 - Single Vehicle Crash,South,480045,194669,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.25199334, -72.74986631)"
9214,VTVSP1000,12D200402,02/06/2012,Min. C 0528 (2671 Augor Hole Rd),Marlboro,1,NO DATA,NO DATA,NO DATA,Higley Hill Rd TH# 2,1,Miles,35,4 - Opp Direction Sideswipe,North,480534,43841,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.89442995, -72.73832862)"
9215,VTVSP1200,12A302373,06/08/2012,Blush Hill RD,Waterbury,2,NO DATA,NO DATA,NO DATA,Blush Hill Estates,25,Miles,35,6 - Single Vehicle Crash,South,480649,207622,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.36858223, -72.74278352)"
9216,VT0120300,12NF01275,08/01/2012,TH-57 (65 Clark Road),Northfield,NO DATA,NO DATA,NO DATA,NO DATA,Little Northfield Road,150,Feet,35,6 - Single Vehicle Crash,North,480659,181337,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0057,999.99,NO DATA,XY,Injury,"(44.13202393, -72.74168736)"
9217,VTVSP1000,12D200534,02/21/2012,TH-1 South Wardsboro Road,Newfane,1,NO DATA,NO DATA,NO DATA,White Birch,0,Miles,35,1 - Rear End,East,480829,56770,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0001,999.99,NO DATA,XY,Property Damage Only,"(43.01082182, -72.73515958)"
9218,VT0080200,12ST03198,12/22/2012,Brook Rd,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Phase 3 Driveway,1,Miles,99,4 - Opp Direction Sideswipe,West,480830,220755,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.48677714, -72.74099782)"
9219,VT0080200,12ST00114,01/12/2012,TH-43 Nebraska Valley Road,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Moscow Road,NO DATA,NO DATA,35,6 - Single Vehicle Crash,NO DATA,480852,215901,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0043,999.99,NO DATA,XY,Property Damage Only,"(44.44309456, -72.74054180)"
9220,VT0080000,12LC00393,02/17/2012,TH-45 (1461 River Road East),Johnson,NO DATA,NO DATA,NO DATA,NO DATA,Waterman Road,NO DATA,NO DATA,35,"18 - Right Turn and Thru, Broadside ^<--",North,480878,238444,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0045,999.99,NO DATA,XY,Injury,"(44.64596625, -72.74105092)"
9227,VT0080200,12ST02581,10/10/2012,TH-41 (870 Luce Hill Road),Stowe,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,1,Miles,35,6 - Single Vehicle Crash,West,481572,219532,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0041,999.99,NO DATA,XY,Injury,"(44.47579018, -72.73162626)"
9228,VTVSP1200,12A301966,05/11/2012,Min. C 0712 (109 Guptil Road),Waterbury,1,NO DATA,NO DATA,NO DATA,Viens Estates Pvt,100,Feet,40,6 - Single Vehicle Crash,West,481637,204914,237,1218,20,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Injury,"(44.34423700, -72.73029247)"
9229,VTVSP1200,12A303061,07/15/2012,Min. C 0712,Waterbury,1,NO DATA,NO DATA,NO DATA,Guptil RD @ Viens Estates,80,Feet,40,6 - Single Vehicle Crash,West,481707,206172,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(44.35556027, -72.72945877)"
9230,VT0060000,12FRC1341,08/06/2012,TH-1 (2745 Perley Rd),Enosburg,NO DATA,NO DATA,NO DATA,NO DATA,Woodward Neighborhood Rd,100,Feet,35,6 - Single Vehicle Crash,South,481711,266315,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0001,999.99,NO DATA,XY,Injury,"(44.89679733, -72.73155030)"
9231,VTVSP1000,12D202476,09/04/2012,Min. C 0509 South Rd,Marlboro,3,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,35,6 - Single Vehicle Crash,NO DATA,481723,37706,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,NO DATA,999.99,NO DATA,XY,Injury,"(42.83923235, -72.72357209)"
9232,VTVSP0400,12D100642,02/25/2012,TH-25 Middletown Rd,Andover,25,NO DATA,NO DATA,NO DATA,VT Route 11,0,Miles,50,6 - Single Vehicle Crash,North,481853,84589,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0025,999.99,NO DATA,XY,Property Damage Only,"(43.26126047, -72.72350909)"
9233,VT0080200,12STO1895,05/31/2012,119 Spring Trail Road,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Edson Hill Manor,50,Feet,10,7 - Other - Explain in Narrative,NO DATA,481939,221840,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.49657004, -72.72709397)"
9239,VT0140100,12LL00208,02/25/2012,TH-21 (275 Ghia Farm Road),Ludlow,21,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,30,6 - Single Vehicle Crash,NO DATA,482051,100059,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0021,999.99,NO DATA,XY,Property Damage Only,"(43.40051411, -72.72157607)"
9240,VT0140100,12LL00206,02/25/2012,TH-21 (275 Ghia Farm Road),Ludlow,21,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,30,6 - Single Vehicle Crash,NO DATA,482052,100057,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0021,999.99,NO DATA,XY,Property Damage Only,"(43.40049613, -72.72156366)"
9241,VTVSP1000,12D200986,04/09/2012,Min. C 0520 Ames Hill Road,Marlboro,4,NO DATA,NO DATA,NO DATA,South Road,0,Miles,35,6 - Single Vehicle Crash,East,482137,40048,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Injury,"(42.86032477, -72.71858226)"
9242,VTVSP1000,12D202836,10/12/2012,Min. C 0528 Augur Hole Rd,Marlboro,1,NO DATA,NO DATA,NO DATA,Collins Road,489,Feet,35,6 - Single Vehicle Crash,East,482151,44355,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.89909643, -72.71854774)"
9243,VT0080100,12MR01046,04/30/2012,Congress Street,Morristown,NO DATA,NO DATA,NO DATA,NO DATA,Cumberland farms,NO DATA,NO DATA,99,3 - Same Direction Sideswipe,NO DATA,482236,229034,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.56131855, -72.72360719)"
9244,VT0140100,12LL01090,11/28/2012,Okemo Moutain Road,Ludlow,NO DATA,NO DATA,NO DATA,NO DATA,Upper Parking Lot,5,Feet,15,7 - Other - Explain in Narrative,North,482386,100064,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.40056705, -72.71744079)"
9245,VT0140100,12LL00094,01/27/2012,Jackson Gore Road,Ludlow,NO DATA,NO DATA,NO DATA,NO DATA,Ice House Parking Lot,25,Feet,10,7 - Other - Explain in Narrative,South,482414,102792,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.42512270, -72.71718287)"
9251,VTVSP1200,12A300963,02/28/2012,Min. C 0686 Moretown Mountain RD,Moretown,58,NO DATA,NO DATA,NO DATA,Moretown Heights,0,Miles,35,6 - Single Vehicle Crash,West,482620,192853,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(44.23571571, -72.71756364)"
9252,VT0140100,12LL00241,03/03/2012,TH-60 Okemo Ridge Road,Ludlow,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,30,6 - Single Vehicle Crash,NO DATA,482675,99899,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0060,999.99,NO DATA,XY,Property Damage Only,"(43.39908860, -72.71386797)"
9253,VT0140100,12LL000185,02/18/2012,TH-80 (Ponus Road),Ludlow,80,NO DATA,NO DATA,NO DATA,Apache Way,250,Feet,30,6 - Single Vehicle Crash,North,482756,100569,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0080,999.99,NO DATA,XY,Injury,"(43.40512121, -72.71288920)"
9254,VT0080200,12ST00224,01/21/2012,140 Cottage Club Road,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot Of Sunset Grille,NO DATA,NO DATA,99,NO DATA,NO DATA,482840,219671,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.47707231, -72.71569325)"
9255,VT0080200,12ST03266,12/29/2012,1940 Mountain Road,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot Of Edgewise,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,482908,219364,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.47431110, -72.71482839)"
9256,VT0140100,12LL00123,02/04/2012,Okemo Ridge Road,Ludlow,NO DATA,NO DATA,NO DATA,NO DATA,VT RT 103 North,NO DATA,NO DATA,30,1 - Rear End,NO DATA,482961,102526,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.42274104, -72.71041934)"
9257,VT0080200,12ST00066,01/07/2012,Fox Hill Road,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Private Drive,NO DATA,NO DATA,99,6 - Single Vehicle Crash,NO DATA,482977,220439,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.48398709, -72.71399651)"
9264,VTVSP1200,12A303794,08/29/2012,TH-4 (1983 Perry HillRD),Waterbury,4,NO DATA,NO DATA,NO DATA,High Birches/Perry Hill,0,Miles,50,6 - Single Vehicle Crash,East,483324,204898,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0004,999.99,NO DATA,XY,Property Damage Only,"(44.34413370, -72.70913535)"
9265,VTVSP1100,12D303584,08/13/2012,TH-36 Duclos Road,Braintree,NO DATA,NO DATA,NO DATA,NO DATA,Willow Brook Road,NO DATA,NO DATA,50,"12 - Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--",NO DATA,483372,161298,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0036,999.99,NO DATA,XY,Injury,"(43.95173750, -72.70715640)"
9266,VTVSP1100,13D303584,08/13/2012,TH-36 Duclos Road,Braintree,NO DATA,NO DATA,NO DATA,NO DATA,Willow Brook Road,NO DATA,NO DATA,50,"12 - Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--",NO DATA,483372,161298,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0036,999.99,NO DATA,XY,Injury,"(43.95173750, -72.70715640)"
9267,VT0080200,12ST03118,12/14/2012,TH-31 (1003 Cape Cod Road),Stowe,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,35,7 - Other - Explain in Narrative,NO DATA,483373,219518,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0031,999.99,NO DATA,XY,Property Damage Only,"(44.47570785, -72.70898885)"
9268,VT0120300,12NF00018,01/04/2012,158 Harmon Drive,Northfield,NO DATA,NO DATA,NO DATA,NO DATA,South Hall Driveway,NO DATA,NO DATA,99,"20 - Right Turn and Thru, Angle Broadside -->^--",NO DATA,483378,183820,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.15443762, -72.70778920)"
9269,VT0140100,12LL00267,03/08/2012,193 Main Street,Ludlow,NO DATA,NO DATA,NO DATA,NO DATA,Shaws Parking Lot,5,Feet,10,6 - Single Vehicle Crash,North,483424,99569,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.39613514, -72.70461207)"
9276,VTVSP0400,12D103827,11/27/2012,TH-28 (924 Hilltop Road),Andover,28,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,30,6 - Single Vehicle Crash,NO DATA,483657,86059,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0028,999.99,NO DATA,XY,Property Damage Only,"(43.27453368, -72.70133383)"
9277,VT0140100,12LL00509,05/26/2012,South Hill Road,Ludlow,NO DATA,NO DATA,NO DATA,NO DATA,Lawridge Heights,20,Feet,30,6 - Single Vehicle Crash,North,483658,99075,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Injury,"(43.39169371, -72.70170889)"
9278,VT0080200,12ST01663,07/01/2012,TH-31 (600 Cape Cod Rd),Stowe,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,35,1 - Rear End,NO DATA,483709,219753,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0031,999.99,NO DATA,XY,Property Damage Only,"(44.47783037, -72.70477303)"
9279,VT0080200,12ST00591,03/01/2012,TH-93 (194 Holmes Lane),Stowe,NO DATA,NO DATA,NO DATA,NO DATA,About 100 South Of 194 Holmes Lane,NO DATA,NO DATA,35,6 - Single Vehicle Crash,NO DATA,483727,217053,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0093,999.99,NO DATA,XY,Property Damage Only,"(44.45353229, -72.70446195)"
9280,VT0140100,12LL00100,01/28/2012,37 Depot Street,Ludlow,330,NO DATA,NO DATA,NO DATA,Pleasant Street,75,Feet,25,1 - Rear End,North,483730,99423,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.39482767, -72.70083055)"
