Year,FSCS ID,Town,Library,Mailing Address,Street Address,County,Phone Number,Hours per Week,FY Ends,Population,Hours MLS,ALA MLS,Hours Librarian,FTE Librarians,Hours other,Other Staff,Total Hours,Total FTE,Weekly Volunteer Hrs,Square Feet,Cap. Revenue - Local Taxes,Cap. Revenue - State,Cap. Revenue - Federal, Cap. Revenue - Other ,Total Cap. Revenue , Local Tax , Per Capita Tax ,Other Income, Total Income , State Grant  , Federal Grant , Other Grant , Total Grants , Fee Revenue, Book Expense , E Expense, AV Expense,Total Media Expense , Per Capita Expense, Salaries , Employee Benefits , Total Staff Expense , Other Expense , Total Operating Expense , PC Total Expense ,Grant Expense, Capital Expense ,Adult Books,Juvenile Books,Books,Per Capita Books,E Books,Adult Video,Juvenile Video,Video,Adult Audio,Juvenile Audio,Audio,Total Holdings,Adult Subscriptions,Juvenile Subscriptions,Subscriptions,Databases,E serials,Adult Borrowers,Juvenile Borrowers,Borrowers,% of population who borrow,Visits,Per Capita Visits,Reference Trans.,Per Capita Reference Trans.,Adult Circulation,Juvinile Circulation,Total Circulation,Per Capita Circulation,Collection Turnover,Library Loans Out,Library Loans In,Adult Programs,Juvenile Programs,Young Adult Programs,Total Programs,Adult Prog. Attend.,Juvenile Prog. Attend.,Young Adult Prog. Attend.,Total Program Attendance,Per Capita Prog. Attend.,Home Deliveries,Day Care Deliveries,Other Deliveries,Number of Computers,Public Computers,Computer Trained,Computer Users per Week,Wireless Users per Week,Internet Type,filtered?,Name of filtering program,Meets Standards?,Library Type,Automated?,Automation Vendor,Location 1,ZIP+4,Web address,City
2008-2009,VT0075,HUNTINGTON,Huntington Public,PO Box 98,2156 Main Rd.,Chittenden,(802) 434-4583,33,06/30/2008,1951,0,0,20,0.5,14,0.35,34,0.85,15,7015,$30748.00,$0.00,$0.00,$0.00,$30748.00,$40615.00,$20.82,$7910.00,$48525.00,$0.00,$1000.00,$0.00,$1750.00,N/A,N/A,N/A,N/A,$6450.00,$3.31,$22586.00,$1603.00,$24189.00,$10795.00,$41434.00,$21.24,$1750.00,$0 ,3612,7144,10756,5.51,0,N/A,N/A,119,421,80,501,11376,1,0,1,0,0,N/A,N/A,1060,54.33%,8736,4.48,33,0.02,N/A,N/A,14368,7.36,126.3%,72,84,N/A,N/A,N/A,84,N/A,N/A,N/A,2101,1.08,0,0,0,4,2,8,12,2,high speed,No,N/A,86,Municipal,Yes,destiny,"2156 Main Rd.
Huntington, VT 05462
(44.32665289100049, -72.98768087199966)",98,www.huntingtopubliclibrary.org,Huntington
2008-2009,VT0176,WELLS,Wells Village,PO Box 587,5 East Wells Rd.,Rutland,(802) 645-0611,6,12/31/2007,1092,0,0,6,0.15,1,0.03,7,0.18,1,864,$0.00,$0.00,$0.00,$0.00,$0.00,$4000.00,$3.66,$7068.00,$11068.00,,,,$0.00,$0.00,N/A,N/A,N/A,$1203.00,$1.10,$3112.00,N/A,$3112.00,$1915.00,$6230.00,$5.71,$0.00,"$11,068 ",3806,2518,6324,5.79,0,N/A,N/A,187,N/A,N/A,190,6701,2,0,2,0,0,N/A,N/A,472,43.22%,572,0.52,6,0.01,N/A,N/A,427,0.39,6.37%,0,19,N/A,N/A,N/A,3,N/A,N/A,N/A,56,0.05,6,0,0,3,3,2,5,6,high speed,No,N/A,no stds. app.,Municipal,No,N/A,"5 East Wells Rd.
Wells, VT 05774
(43.41703700800048, -73.20296625999964)",587,users.adelphia.net/wvlibrary/,Wells
2011-2012,VT0091,MARSHFIELD,Jaquith Public,PO Box 227 ,122 School St.,Washington,(802) 426-3581,29,12/31/2011,2010,0,0,37,0.925,2,0.0375,39,0.9625,10,1700,$0.00,$0.00,$0.00,$0.00,$0.00,$63773.00,$31.73,$3928.00,$67701.00,$100.00,$50.00,$3350.00,$3500.00,N/A,N/A,N/A,N/A,$6720.00,$3.34,N/A,N/A,$43507.00,$24024.00,$74251.00,$36.94,$4042.00,"$1,639 ",N/A,N/A,10697,5.32,0,N/A,N/A,1437,N/A,N/A,867,13001,26,4,30,24,0,N/A,N/A,1286,63.98%,11440,5.69,0,0,N/A,N/A,16155,8.04,1.24%,15,419,66,72,N/A,276,N/A,N/A,N/A,2923,1.45,N/A,N/A,156,4,3,10,30,N/A,high speed,No,n/a,y-86,Municipal,Yes,Library World,"122 School St.
Marshfield, VT 05658
(44.34900151500045, -72.35406558099965)",227,www.marshfield.lib.vt.us,Marshfield
2007-2008,,WEATHERSFIELD,Weathersfield Proctor,PO Box 519,5181 Rte. 5,Windsor,8026742863,23,06/30/2008,2842,0,0,25,0.63,0,0,25,0.63,15,856,$7712.00, $- , $- , $- ,$7712.00,$40179.00,$14.14,$2138.00,$42317.00,$2500.00, $- , $- ,$2500.00, $- ,$4941.00,$200.00,$1484.00,$6625.00,$2.33,$18326.00,$5953.00,$24279.00,$9707.00,$40611.00,$14.29,$2500.00,"$8,058 ",3700,3300,7000,2.46,0,360,50,410,380,120,500,7910,12,3,15,21,0,na,na,225,7.9%,344,0.12,2787,0.98,2787,2221,5008,1.76,0.63%,23,247,20,36,,56,187,600,,787,0.28,3,48,0,5,4,na,28,na,high speed,no,,86,,,,"5181 Rte. 5
Ascutney, VT 05030
(43.407071386000496, -72.40751324699966)",519,www.weathersfield.org/pages/proctor.htm,Ascutney
2010-2011,VT0193,WINOOSKI,Winooski Memorial,1 Main St.,1 Main St.,Chittenden,(802) 655-6424,32,06/30/2011,7267,0,0,40,1,14,0.35,54,1.35,6,4350,$0.00,$0.00,$0.00,$0.00,$0.00,$115607.00,$15.91,$0.00,$115607.00,$0.00,$0.00,$5500.00,$5500.00,N/A,N/A,N/A,N/A,$21359.00,$2.94,$0.00,$0.00,$0.00,$0.00,$21359.00,$2.94,$0.00,$0 ,N/A,N/A,10939,1.51,0,N/A,N/A,382,N/A,N/A,482,11803,N/A,N/A,28,1,0,1890,399,2289,31.5%,13468,1.85,1820,0.25,N/A,N/A,15212,2.09,1.29%,56,33,0,0,0,0,0,0,0,0,0,0,156,0,0,8,6,75,106,30,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,Yes,LibraryWorld,"1 Main St.
Winooski, VT 05404
(44.48975556200048, -73.18648283199963)",2222,winooskilibrary.wordpress.com,Winooski
2009-2010,VT0068,GUILFORD,Guilford Free,4024 Guilford Ctr. Rd.,4024 Guilford Ctr. Rd.,Windham,(802) 257-4603,0.46,06/30/2010,1953,0,0,20,0.5,10,0.25,30,0.75,16,800,$0.00,$0.00,$0.00,$0.00,$0.00,$20000.00,$10.24,$10096.00,$30096.00,$0.00,$0.00,$0.00,$0.00,N/A,$2710.00,$139.00,$925.00,$3774.00,$1.93,$14299.00,$1094.00,$15393.00,$9455.00,$28622.00,$14.66,$0.00,$0 ,2074,2117,4191,2.15,0,204,120,324,237,77,314,4829,1,2,3,21,0,328,122,450,23.04%,2496,1.28,0,0,2375,2511,4886,2.5,1.01%,4,347,25,96,0,121,123,593,0,716,0.37,11,0,5,6,5,3,10,3,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,na,y-98 ,Municipal,No,na,"4024 Guilford Ctr. Rd.
Guilford, VT 05301
(42.79226096500048, -72.62429809699967)",8454,http://homepages.sover.net/~wilken/guilfordlibrary/,Guilford
2011-2012,VT0097,MONTGOMERY,Montgomery Town,PO Box 448 ,86 Mountain Rd.,Franklin,(802) 326-3113,24.84615385,12/31/2011,854,0,0,22,0.55,0,0,22,0.55,26,1330,$0.00,$0.00,$0.00,$0.00,$0.00,$11948.00,$13.99,$10027.00,$21975.00,$100.00,$50.00,$1800.00,$1950.00,N/A,N/A,N/A,N/A,$3416.00,$4.00,$11404.00,$872.00,$12276.00,$6480.00,$22172.00,$25.96,$2326.00,$0 ,5525,2730,8255,9.67,0,635,123,758,577,43,620,9633,3,1,4,25,0,N/A,N/A,554,64.87%,6760,7.92,624,0.73,4358,1677,6035,7.07,0.63%,4,204,23,28,5,56,N/A,N/A,N/A,1397,1.64,3,0,4,7,5,51,50,22,high speed,No,n/a,y-86,Municipal,No,n/a,"86 Mountain Rd.
Montgomery Center, VT 05471
(44.87860432800045, -72.60734208999963)",448,http://www.montgomeryvt.us/library.htm ,Montgomery Center
2007-2008,,GUILFORD,Guilford Free,4024 Guilford Ctr. Rd.,4024 Guilford Ctr. Rd.,Windham,8022574603,24,06/30/2008,1960,0,0,29,0.73,0.9,0.02,29.9,0.75,23,800, $- , $- , $- , $- , $- ,$19000.00,$9.69,$11532.00,$30532.00,$2000.00, $- , $- ,$2000.00, $- ,$2513.00,$139.00,$800.00,$3452.00,$1.76, na , na ,$18248.00,$8764.00,$30464.00,$15.54,$2000.00, $- ,2032,2395,4427,2.26,0,118,91,209,126,71,197,4833,3,3,6,20,0,208,154,362,18.5%,2790,1.42,9,0,1271,1821,3092,1.58,0.64%,2,336,25,93,,118,272,780,,1052,0.54,0,0,48,5,4,na,14,0,high speed,no,,98,,,,"4024 Guilford Ctr. Rd.
Guilford, VT 05301
(42.79226096500048, -72.62429809699967)",8454,www.sover.net/~wilken/guilfordlibrary,Guilford
2007-2008,,WELLS,Wells Village,PO Box 587,5 East Wells Rd.,Rutland,8026450611,6,12/31/2007,1097,0,0,6,0.15,0,0,6,0.15,1,864, $- , $- , $- ,$1583.00,$1583.00,$4000.00,$3.65,$2152.00,$6152.00,$150.00, $- , $- ,$150.00, $- ,$567.00, $- , $- ,$567.00,$0.52, na , na ,$3679.00,$824.00,$5070.00,$4.62,$150.00, $- ,3736,2508,6244,5.69,0,na,na,187,na,na,196,6627,na,na,2,0,0,na,na,468,42.7%,520,0.47,260,0.24,210,183,393,0.36,0.06%,0,6,2,2,,4,20,28,,48,0.04,4,0,0,3,3,4,5,8,high speed,no,,none,,,,"5 East Wells Rd.
Wells, VT 05774
(43.41703700800048, -73.20296625999964)",587, ,Wells
2008-2009,VT0151,STOWE,Stowe Free,PO Box 1029,90 Pond Street,Lamoille,(802) 253-6145,43,06/30/2008,4919,40,1,120,3,100,2.5,220,5.5,21,6000,$476311.00,$0.00,$0.00,$0.00,$476311.00,$447719.00,$91.02,$49537.00,$497256.00,$0.00,$0.00,$10010.00,$10010.00,$5480.00,$38883.00,$1325.00,$17327.00,$57535.00,$11.70,$217371.00,$114194.00,$331565.00,$79754.00,$468854.00,$95.31,$0.00,"$324,978 ",18910,8746,27656,5.62,0,1904,680,2584,1922,814,2736,32976,109,12,121,23,0,5305,748,6053,123.05%,141076,28.68,277,0.06,65913,43013,108926,22.14,330.32%,562,384,39,112,1,152,1391,1695,9,3095,0.63,12,0,12,23,11,N/A,342,N/A,high speed,No,N/A,98,Municipal,Yes,Koha,"90 Pond Street
Stowe, VT 05672
(44.4642824660005, -72.68464494899968)",1029,www.stowelibrary.org,Stowe
2011-2012,VT0057,FAIR HAVEN,Fair Haven Free,107 Main St.,107 Main St.,Rutland,(802) 265-8011,28,06/30/2012,2766,0,0,28,0.7,24,0.6,52,1.3,48,3400,$0.00,$0.00,$0.00,$0.00,$0.00,$64000.00,$23.14,$2114.00,$66249.00,$100.00,$132.00,$0.00,$232.00,$135.00,$12753.00,$960.00,$905.00,$14618.00,$5.28,$31916.00,$1911.00,$33827.00,$16592.00,$65037.00,$23.51,$0.00,$0 ,10176,7257,17433,6.3,0,266,304,570,433,126,559,18562,46,19,65,25,0,1117,296,1413,51.08%,12116,4.38,9256,3.35,12178,5058,17236,6.23,0.93%,57,261,20,46,N/A,66,364,1374,N/A,1738,0.63,4,4,4,7,5,21,42,15,high speed,No,N/A,y-98,Municipal,No,N/A,"107 Main St.
Fair Haven, VT 05743
(43.594225768000456, -73.26550410299967)",1132,fairhavenfree.org,Fair Haven
2011-2012,VT0048,DERBY,Dailey Memorial,101 Junior High Dr.,101 Junior High Dr.,Orleans,(802) 766-5063,35,10/31/2012,3737,0,0,25,0.625,40,1,65,1.625,22,2400,$0.00,$0.00,$0.00,$10960.00,$10960.00,$30200.00,$8.08,$33742.00,$63942.00,$100.00,$19756.00,$4500.00,$24356.00,N/A,$9053.00,$1059.00,$1000.00,$11112.00,$2.97,N/A,N/A,$41445.00,$17102.00,$69659.00,$18.64,$0.00,"$5,960 ",N/A,N/A,11629,3.11,0,N/A,N/A,801,N/A,N/A,183,12613,25,0,25,25,0,N/A,N/A,825,22.08%,12376,3.31,6032,1.61,10659,3668,14327,3.83,1.14%,110,206,1,56,0,57,20,1114,0,1134,0.3,N/A,N/A,N/A,9,5,3,54,5,high speed,No,N/A,y-86,Incorporated,Yes,LibraryWorld,"101 Junior High Dr.
Derby, VT 05829
(44.94895233300048, -72.13224817399964)",30,daileymemoriallibrary.org,Derby
2010-2011,VT0194,WOLCOTT,G. M. Kelley Community,PO Box 179,320 School Mill Rd,Lamoille,(802) 472-6551,38,06/30/2011,1676,0,0,36,0.9,0,0,36,0.9,6,1126,$0.00,$0.00,$0.00,$0.00,$0.00,$48901.00,$29.18,$1554.00,$50455.00,$1500.00,$50.00,$3975.00,$5525.00,$0.00,$4551.00,$1360.00,$562.00,$6473.00,$3.86,$32797.00,$9259.00,$42056.00,$0.00,$48529.00,$28.96,$2950.00,$0 ,4800,6500,11300,6.74,0,30,20,50,0,0,0,11350,20,4,24,22,0,N/A,N/A,425,25.36%,10296,6.14,10296,6.14,N/A,N/A,10000,5.97,0.88%,5,78,3,2,0,5,103,79,0,182,0.11,0,0,32,0,3,2,25,18,2,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Yes,sonic web blocker,Community (joint school-public),Yes,Libraryworld,"320 School Mill Rd
Wolcott, VT 05680
(44.54222281900047, -72.45793647599965)",179,N/A,Wolcott
2011-2012,VT0165,VERNON,Vernon Free,567 Governor Hunt Rd.,567 Governor Hunt Rd.,Windham,(802) 257-0150,29.73076923,06/30/2012,2248,0,0,59,1.4625,16,0.3875,74,1.85,8,2858,$0.00,$0.00,$0.00,$0.00,$0.00,$124754.00,$55.50,$1085.00,$125839.00,$100.00,$55.00,$0.00,$155.00,$0.00,$16732.00,$319.00,$2168.00,$19219.00,$8.55,$70034.00,$21620.00,$91654.00,$13960.00,$124833.00,$55.53,$100.00,$0 ,9246,7173,16419,7.3,0,407,260,667,350,107,457,17543,47,1,48,27,0,868,241,1109,49.33%,8216,3.65,780,0.35,N/A,N/A,14105,6.27,0.8%,15,114,52,51,5,108,244,1139,42,1425,0.63,0,11,24,9,6,52,16,6,high speed,No,N/A,y-86,Municipal,Yes,Sagebrush/InfoCentre,"567 Governor Hunt Rd.
Vernon, VT 05354
(42.780165774000466, -72.52158846799966)",9484,http://vernonfreelibrary.org,Vernon
2011-2012,VT0154,SWANTON,Swanton Public,1 First St.,1 First St.,Franklin,(802) 868-7656,36,12/31/2011,6427,0,0,30,0.75,73,1.825,103,2.575,0,5000,$0.00,$0.00,$0.00,$0.00,$0.00,$104000.00,$16.18,$17540.00,$121540.00,$100.00,$171.00,$0.00,$271.00,N/A,N/A,N/A,N/A,$12500.00,$1.94,$60250.00,$4700.00,$64950.00,$51750.00,$129200.00,$20.10,$171.00,$0 ,N/A,N/A,21500,3.35,0,198,190,388,235,60,295,22183,38,8,46,24,0,459,130,589,9.16%,12584,1.96,2860,0.44,6260,3680,9940,1.55,0.45%,116,144,63,65,4,132,N/A,N/A,N/A,659,0.1,3,2,0,6,6,9,206,N/A,high speed,No,N/A,y-86,Municipal,No,N/A,"1 First St.
Swanton, VT 05488
(44.918319864000466, -73.12434535199964)",1204,http://swantonlibrary.org,Swanton
2007-2008,,VERNON,Vernon Free,567 Governor Hunt Rd.,567 Governor Hunt Rd.,Windham,8022570150,28,06/30/2008,2055,0,0,55.5,1.39,17,0.43,72.5,1.81,5,2858,$10950.00, $- , $- , $- ,$10950.00,$105619.00,$51.40,$1535.00,$107154.00,$100.00,$55.00, $- ,$155.00, $- ,$15549.00,$1114.00,$1591.00,$18254.00,$8.88,$56116.00,$16724.00,$72840.00,$14525.00,$105619.00,$51.40,$155.00,"$10,950 ",na,na,22404,10.9,0,na,na,1030,na,na,890,24324,na,na,46,20,0,719,285,1004,48.9%,8012,3.9,884,0.43,na,na,14121,6.87,0.58%,28,171,22,40,,62,89,555,,644,0.31,0,4,26,9,5,na,42,na,high speed,no,,E98,,,,"567 Governor Hunt Rd.
Vernon, VT 05354
(42.780165774000466, -72.52158846799966)",9484,www.vernonfreelibrary.org,Vernon
2008-2009,VT0222,ORWELL,Orwell Free,P.O. Box 92,473 Main St.,Addison,(802) 948-2041,15,12/30/2008,1222,0,0,15,0.38,0,0,15,0.38,4,1700,$0.00,$0.00,$0.00,$0.00,$0.00,$3423.00,$2.80,$1170.00,$4593.00,,,,$0.00,N/A,$2496.00,$0.00,$0.00,$2496.00,$2.04,$2093.00,$130.00,$2223.00,$1250.00,$5969.00,$4.88,N/A,N/A,N/A,N/A,15000,12.27,0,N/A,N/A,0,20,0,20,15020,8,8,16,0,0,N/A,N/A,262,21.44%,2340,1.91,12,0.01,493,530,1023,0.84,6.81%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,N/A,Dial-up,No,N/A,86,Municipal,No,na,"473 Main St.
Orwell Vt, VT 05760
(43.80359157200047, -73.29991847399964)",,http://www.town-of-orwell.org/htm/library.html,Orwell Vt
2011-2012,VT0083,LINCOLN,Lincoln,222 West River Rd.,222 West River Rd.,Addison,(802) 453-2665,28,12/31/2011,1164,0,0,30,0.75,16,0.4,46,1.15,28,3800,$0.00,$0.00,$0.00,$0.00,$0.00,$36500.00,$31.36,$9825.00,$46325.00,$100.00,$57.00,$2265.00,$2422.00,N/A,$3928.00,$378.00,$139.00,$4445.00,$3.82,$38808.00,$2995.00,$41803.00,$16019.00,$62267.00,$53.49,$0.00,$0 ,10578,7740,18318,15.74,0,1083,263,1346,840,48,888,20552,37,2,39,25,0,731,154,885,76.03%,11440,9.83,1300,1.12,N/A,N/A,16459,14.14,0.8%,49,279,295,92,15,402,1271,1771,122,3164,2.72,312,100,6,10,6,12,41,7,high speed,No,N/A,y-86,Incorporated,Yes,Library World,"222 West River Rd.
Lincoln, VT 05443
(44.10821697300048, -72.99996083099967)",9637,www.lincolnlibraryvt.com,Lincoln
2010-2011,VT0016,BENSON,Benson Public,PO Box 271,2724 Stage Rd.,Rutland,(802) 537-4181,N/R,N/R,1056,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,2400,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,$0.00,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,0,"2724 Stage Rd.
Benson, VT 05731
(43.7083662280005, -73.31029271699964)",271,N/R,Benson
2011-2012,VT0175,WEATHERSFIELD,Weathersfield Proctor,PO Box 519,5181 Rte. 5,Windsor,(802) 674-2863,22,06/30/2012,2829,0,0,30,0.75,8,0.2,38,0.95,11,856,$2400.00,$0.00,$0.00,$24274.00,$26674.00,$67713.00,$23.94,$400.00,$68113.00,$100.00,$50.00,$0.00,$150.00,N/A,$4588.00,$350.00,$2224.00,$7162.00,$2.53,$29656.00,$13502.00,$43158.00,$17505.00,$67825.00,$23.97,$2500.00,"$2,400 ",3925,3144,7069,2.5,0,586,54,640,388,169,557,8266,12,3,15,25,0,N/A,N/A,524,18.52%,4576,1.62,780,0.28,4041,2547,6588,2.33,0.8%,14,314,30,13,1,44,154,196,1,351,0.12,0,22,0,5,3,22,18,5,high speed,No,N/A,y-86,Municipal,Yes,Alexandria,"5181 Rte. 5
Ascutney, VT 05030
(43.407071386000496, -72.40751324699966)",519,http://weathersfieldproctorlibrary.org,Ascutney
2011-2012,VT0049,DERBY LINE,Haskell Free,PO Box 337,93 Caswell Ave.,Orleans,(802) 873-3022,33,11/30/2011,2457,0,0,34,0.8375,103,2.575,137,3.4125,11,2100,$20000.00,$0.00,$0.00,$0.00,$20000.00,$16000.00,$6.51,$82137.00,$98137.00,$0.00,$8011.00,$6434.00,$14445.00,$0.00,$19573.00,$1027.00,$4321.00,$24921.00,$10.14,$99299.00,$13873.00,$113172.00,$122618.00,$260711.00,$106.11,$3073.00,"$15,000 ",N/A,N/A,20000,8.14,0,N/A,N/A,1897,450,149,599,22496,0,0,74,25,0,N/A,N/A,1583,64.43%,18044,7.34,2236,0.91,N/A,N/A,39345,16.01,1.75%,168,336,16,81,0,97,106,476,0,582,0.24,0,4,26,9,3,0,34,27,high speed,No,N/A,y-86,Incorporated,Yes,Sirsi Dynix Symphony,"93 Caswell Ave.
Derby Line, VT 05830
(45.00556711000047, -72.09766222999963)",337,http://haskellopera.com,Derby Line
2010-2011,VT0124,READING,Reading Public,PO Box 7,717 VT Rte 106,Windsor,(802) 484-5588,18,06/30/2011,666,0,0,18,0.45,0,0,18,0.45,6,1077,$0.00,$0.00,$0.00,$0.00,$0.00,$26280.00,$39.46,$4856.00,$31136.00,$0.00,$50.00,$0.00,$50.00,$0.00,$3376.00,$76.00,$100.00,$3552.00,$5.33,$15089.00,$1250.00,$16339.00,$6022.00,$25913.00,$38.91,$50.00,$0 ,3797,2363,6160,9.25,0,44,30,74,61,73,134,6368,27,5,32,24,0,N/A,N/A,575,86.34%,2600,3.9,260,0.39,330,366,696,1.05,0.11%,7,112,3,19,0,22,N/A,N/A,N/A,348,0.52,2,95,0,0,2,2,2,19,14,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,No,N/A,"717 VT Rte 106
Reading, VT 05062
(43.454386179000494, -72.53733756199966)",7,www.readinglibrary.org,Reading
2008-2009,VT0120,POWNAL,Solomon Wright Public,PO Box 400 ,97 Main St.,Bennington,(802) 823-5400,22,06/30/2009,3442,0,0,18,0.45,0,0,18,0.45,30,3076,$0.00,$0.00,$0.00,$0.00,$0.00,$15000.00,$4.36,$4081.00,$19081.00,$40.00,,,$40.00,N/A,$4006.00,$200.00,$0.00,$4206.00,$1.22,N/A,N/A,$0.00,$11439.00,$15645.00,$4.55,$0.00,$0 ,12400,9550,21950,6.38,0,50,20,70,80,15,95,22115,19,2,21,20,0,N/A,N/A,1150,33.41%,3796,1.1,30,0.01,N/A,N/A,4870,1.41,22.02%,6,160,4,1,0,5,136,21,0,157,0.05,4,0,0,4,3,10,42,7,high speed,No,N/A,86,Incorporated,No,starting lIbrary world,"97 Main St.
Pownal, VT 05261
(42.767531678000466, -73.24097751599965)",400,www.solomonwrightlibrary,Pownal
2011-2012,VT0092,MIDDLEBURY,Ilsley Public,75 Main St.,75 Main Street,Addison,(802) 388-4095,50.19230769,06/30/2012,8482,120,3,130,3.25,179,4.475,309,7.725,36,14700,$29250.00,$0.00,$0.00,$0.00,$29250.00,$521058.00,$61.43,$12010.00,$556308.00,$2700.00,$1384.00,$250.00,$4334.00,$23240.00,$56363.00,$4096.00,$28847.00,$89306.00,$10.53,$310337.00,$105591.00,$415928.00,$80480.00,$585714.00,$69.05,$4334.00,"$25,250 ",45977,21118,67095,7.91,1108,6645,1946,8591,3706,959,4665,80351,99,13,112,26,0,N/A,N/A,4688,55.27%,219284,25.85,5512,0.65,101467,81772,183239,21.6,2.28%,976,434,99,552,20,671,1580,16745,100,18425,2.17,10,85,0,40,24,3900,612,70,high speed,No,Cybrarian,y-86,Municipal,Yes,"Integrated Interfaces, Inc.","75 Main Street
Middlebury, VT 05753
(44.01248233300049, -73.16929112699967)",1461,www.ilsleypubliclibrary.org,Middlebury
2009-2010,VT0158,TINMOUTH,Tinmouth Library,141 East Rd.,9 Mtn. View Rd.,Rutland,(802) 446-2498,NA,N/A,633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,0,"9 Mtn. View Rd.
Tinmouth, VT 05773
(43.44820356200046, -73.05046405399963)",1106,N/A,Tinmouth
2007-2008,,READSBORO,Readsboro Community,301 Phelps Ln.,301 Phelps Ln.,Bennington,8024235460,33,12/31/2007,769,0,0,33,0.83,19,0.48,52,1.3,2,924, $- , $- , $- , $- , $- ,$45974.00,$59.78,$500.00,$46474.00, $- ,$60.00,$1150.00,$1210.00, $- ,$4214.00,$56.00,$488.00,$4758.00,$6.19, na , na ,$24804.00,$1242.00,$30804.00,$40.06,$1410.00, $- ,na,na,5620,7.31,0,na,na,689,na,na,539,6848,na,na,22,19,0,120,65,185,24.1%,4160,5.41,2080,2.7,1292,2102,3394,4.41,0.5%,40,68,12,32,,44,218,312,,530,0.69,30,10,0,5,5,10,70,4,high speed,children only,Sonic Wall,98,,,,"301 Phelps Ln.
Readsboro, VT 05350
(42.771405882000465, -72.94067284099964)",248,www.readsboro.k12.vt.us/Library/page1.htm,Readsboro
2011-2012,VT0132,RUPERT,R.K. Kittay Public,PO Box 53,2827 Rte. 153,Bennington,(802) 394-2444,14.07692308,12/31/2011,806,0,0,10,0.25,8,0.2,18,0.45,12,750,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00,$0.74,$22026.00,$22626.00,$0.00,$0.00,$0.00,$0.00,N/A,$1869.00,$1002.00,$485.00,$3356.00,$4.16,$10131.00,$822.00,$10953.00,$7312.00,$21621.00,$26.83,$0.00,$0 ,4500,1500,6000,7.44,0,350,100,450,360,100,460,6910,5,0,5,0,0,297,195,492,61.04%,416,0.52,104,0.13,1248,907,2155,2.67,0.31%,0,10,4,6,0,10,100,40,0,140,0.17,0,0,0,2,1,0,2,3,high speed,Children Only,unknown,no,Municipal,No,NA,"2827 Rte. 153
W. Rupert, VT 05776
(43.258653024000466, -73.22454857099967)",53,rupertkittaylibrary.org,W. Rupert
2010-2011,VT0173,WATERFORD,Davies Memorial,PO Box 56,111 Lower Waterford Rd,Caledonia,(802) 748-4609,48,12/31/2010,1280,0,0,10,0.25,0,0,10,0.25,10,2050,$0.00,$0.00,$0.00,$0.00,$0.00,$5900.00,$4.61,$9345.00,$15245.00,$3747.00,$40.00,$2100.00,$5887.00,$0.00,$2250.00,N/A,N/A,$2250.00,$1.76,N/A,N/A,$7542.00,$6482.00,$16274.00,$12.71,$0.00,$0 ,2502,1703,4205,3.29,0,182,115,427,73,5,78,4710,17,2,34,0,0,N/A,N/A,0,0%,3120,2.44,416,0.33,1200,1203,2403,1.88,0.51%,4,15,27,15,0,42,375,315,0,690,0.54,6,0,0,0,3,2,1,5,2,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,Norton,Municipal,No,N/A,"111 Lower Waterford Rd
Lower Waterford, VT 05848
(44.35440209900048, -71.90749592899965)",56,davieslibraryvt.org,Lower Waterford
